Category,Hull_Material,Propulsion_Type,Length,Length_Type,Fuel_Type,Class,Price_range,Year_range,Location_type
Cruisers,Fiberglass,Single Inboard,38,Medium,Diesel,Sails,50K - 100K,1990-1999,City
Center Consoles,Fiberglass,Twin Outboard,26,Small,Gas,Power,100K - 260K,2010 & above,Town
Saltwater Fishing,Fiberglass,Twin Inboard,47,Medium,Diesel,Power,100K - 260K,1990-1999,Town
Motor Yachts,Fiberglass,Twin Inboard,70,Medium,Diesel,Power,260K & Higher,1980-1989,Town
Center Consoles,Fiberglass,Single Outboard,27,Small,Gas,Power,50K - 100K,2000-2009,Town
Cruisers,Fiberglass,Other,30,Small,Gas,Power,25K - 50K,2000-2009,City
Cruisers,Fiberglass,Other,36,Medium,Gas,Power,100K - 260K,2000-2009,Town
Cruisers,Fiberglass,Twin Inboard,38,Medium,Gas,Power,100K - 260K,2000-2009,City
Saltwater Fishing,Fiberglass,Other,27,Small,Gas,Power,50K - 100K,2010 & above,Town
Saltwater Fishing,Fiberglass,Other,25,Small,Gas,Power,25K & lower,2000-2009,Town
Center Consoles,Other,Other,20,Small,Gas,Power,25K & lower,2010 & above,Town
Saltwater Fishing,Fiberglass,Other,23,Small,Gas,Power,25K - 50K,1990-1999,City
Saltwater Fishing,Fiberglass,Twin Inboard,48,Medium,Gas,Power,260K & Higher,2000-2009,Town
Saltwater Fishing,Fiberglass,Other,29,Small,Gas,Power,50K - 100K,2000-2009,Town
Cruisers,Fiberglass,Single Inboard,30,Small,Diesel,Sails,25K & lower,1990-1999,Town
Motor Yachts,Fiberglass,Twin Inboard,52,Medium,Diesel,Power,260K & Higher,2000-2009,City
Saltwater Fishing,Fiberglass,Other,17,Small,Gas,Power,25K & lower,2000-2009,Town
Cruisers,Fiberglass,Twin Inboard,75,Medium,Diesel,Power,260K & Higher,2000-2009,City
Saltwater Fishing,Fiberglass,Other,22,Small,Gas,Power,25K & lower,2000-2009,Town
Center Consoles,Fiberglass,Single Outboard,20,Small,Gas,Power,25K & lower,2000-2009,Town
Sports Fishing Boats,Fiberglass,Other,46,Medium,Diesel,Power,50K - 100K,1980-1989,Town
Sports Fishing Boats,Fiberglass,Twin Inboard,45,Medium,Diesel,Power,260K & Higher,2000-2009,City
Bowrider,Fiberglass,Other,30,Small,Gas,Power,25K - 50K,2000-2009,Town
Motor Yachts,Steel,Twin Inboard,97,Medium,Diesel,Power,260K & Higher,1960-1969,Town
Bowrider,Fiberglass,Other,19,Small,Gas,Power,25K - 50K,2010 & above,City
Bowrider,Other,Other,21,Small,Gas,Power,25K - 50K,2010 & above,City
Center Consoles,Fiberglass,Other,31,Medium,Gas,Power,25K & lower,1990-1999,Town
Motor Yachts,Fiberglass,Twin Inboard,47,Medium,Diesel,Power,260K & Higher,2010 & above,City
Saltwater Fishing,Fiberglass,Other,26,Small,Gas,Power,25K - 50K,2000-2009,City
Center Consoles,Other,Other,36,Medium,Gas,Power,50K - 100K,1990-1999,Town
Center Consoles,Fiberglass,Other,25,Small,Gas,Power,100K - 260K,2010 & above,City
Motor Yachts,Fiberglass,Other,39,Medium,Diesel,Power,100K - 260K,2000-2009,Town
Saltwater Fishing,Fiberglass,Other,20,Small,Gas,Power,25K & lower,1970-1979,Town
Center Consoles,Fiberglass,Single Outboard,17,Small,Gas,Power,25K & lower,2010 & above,Town
Motor Yachts,Fiberglass,Twin Inboard,47,Medium,Diesel,Power,100K - 260K,2000-2009,Town
Sports Fishing Boats,Fiberglass,Twin Inboard,57,Medium,Diesel,Power,260K & Higher,2000-2009,City
Motor Yachts,Fiberglass,Twin Inboard,39,Medium,Diesel,Power,100K - 260K,1990-1999,Town
Motor Yachts,Fiberglass,Twin Inboard,55,Medium,Diesel,Power,260K & Higher,2010 & above,City
Saltwater Fishing,Fiberglass,Single Outboard,17,Small,Gas,Power,25K & lower,2000-2009,Town
Cruisers,Fiberglass,Other,37,Medium,Gas,Power,100K - 260K,2010 & above,Town
Cruisers,Fiberglass,Twin Inboard,32,Medium,Gas,Power,50K - 100K,2000-2009,Town
Center Consoles,Fiberglass,Other,34,Medium,Gas,Power,100K - 260K,2000-2009,City
Motor Yachts,Fiberglass,Twin Inboard,53,Medium,Diesel,Power,260K & Higher,2000-2009,City
Cruisers,Fiberglass,Single Inboard,26,Small,Diesel,Power,100K - 260K,2010 & above,Town
Center Consoles,Fiberglass,Triple Outboard,39,Medium,Gas,Power,260K & Higher,2010 & above,City
Bowrider,Fiberglass,Single Inboard,17,Small,Gas,Power,25K & lower,2000-2009,City
Bowrider,Fiberglass,Other,23,Small,Gas,Power,25K - 50K,2010 & above,Town
Cruisers,Fiberglass,Other,28,Small,Gas,Power,50K - 100K,2000-2009,Town
Saltwater Fishing,Fiberglass,Other,32,Medium,Gas,Power,100K - 260K,2000-2009,City
Cruisers,Fiberglass,Twin Inboard,34,Medium,Gas,Power,25K & lower,1980-1989,Town
Sports Fishing Boats,Fiberglass,Single Outboard,38,Medium,Gas,Power,100K - 260K,2000-2009,Town
Motor Yachts,Fiberglass,Twin Inboard,64,Medium,Diesel,Power,260K & Higher,2010 & above,City
Motor Yachts,Fiberglass,Twin Inboard,38,Medium,Gas,Power,100K - 260K,2000-2009,City
Cruisers,Fiberglass,Other,27,Small,Gas,Power,50K - 100K,2000-2009,Town
Saltwater Fishing,Fiberglass,Other,21,Small,Gas,Power,25K & lower,2000-2009,Town
Motor Yachts,Composite,Other,120,Large,Diesel,Power,260K & Higher,2000-2009,City
Sports Fishing Boats,Fiberglass,Twin Inboard,30,Small,Diesel,Power,50K - 100K,2000-2009,Town
Saltwater Fishing,Fiberglass,Twin Outboard,30,Small,Gas,Power,50K - 100K,2000-2009,Town
Motor Yachts,Fiberglass,Twin Inboard,94,Medium,Diesel,Power,260K & Higher,2000-2009,City
Saltwater Fishing,Fiberglass,Single Outboard,22,Small,Gas,Power,25K - 50K,2010 & above,Town
Cruisers,Fiberglass,Other,35,Medium,Gas,Power,100K - 260K,2000-2009,Town
Cruisers,Fiberglass,Twin Inboard,82,Medium,Diesel,Power,260K & Higher,1990-1999,Town
Motor Yachts,Fiberglass,Twin Inboard,82,Medium,Diesel,Power,260K & Higher,2000-2009,City
Motor Yachts,Fiberglass,Twin Inboard,92,Medium,Diesel,Power,260K & Higher,2010 & above,City
Motor Yachts,Fiberglass,Twin Inboard,72,Medium,Diesel,Power,260K & Higher,2010 & above,Town
Motor Yachts,Fiberglass,Twin Inboard,72,Medium,Diesel,Power,260K & Higher,2000-2009,City
Motor Yachts,Fiberglass,Twin Inboard,46,Medium,Diesel,Power,100K - 260K,2000-2009,Town
Bowrider,Fiberglass,Other,30,Small,Gas,Power,100K - 260K,2010 & above,Town
Cruisers,Fiberglass,Single Inboard,24,Small,Diesel,Sails,50K - 100K,2000-2009,Town
Saltwater Fishing,Fiberglass,Single Outboard,19,Small,Gas,Power,25K & lower,2000-2009,Town
Sports Fishing Boats,Fiberglass,Twin Inboard,62,Medium,Diesel,Power,260K & Higher,2010 & above,City
Center Consoles,Fiberglass,Other,17,Small,Gas,Power,25K & lower,2010 & above,Town
Motor Yachts,Fiberglass,Twin Inboard,45,Medium,Diesel,Power,50K - 100K,1980-1989,Town
Cruisers,Fiberglass,Other,31,Medium,Gas,Power,25K - 50K,2000-2009,City
Sports Fishing Boats,Fiberglass,Other,28,Small,Gas,Power,25K & lower,1980-1989,Town
Center Consoles,Fiberglass,Other,27,Small,Gas,Power,25K - 50K,2000-2009,City
Center Consoles,Fiberglass,Single Outboard,22,Small,Gas,Power,25K & lower,2000-2009,Town
Bowrider,Other,Other,18,Small,Gas,Power,25K & lower,2010 & above,City
Center Consoles,Fiberglass,Other,20,Small,Gas,Power,25K & lower,1990-1999,Town
Bowrider,Other,Other,27,Small,Gas,Power,25K & lower,2000-2009,Town
Cruisers,Fiberglass,Other,40,Medium,Diesel,Power,260K & Higher,2000-2009,Town
Saltwater Fishing,Fiberglass,Other,30,Small,Gas,Power,50K - 100K,2000-2009,City
Bowrider,Other,Other,21,Small,Gas,Power,25K & lower,2000-2009,Town
Cruisers,Fiberglass,Twin Inboard,62,Medium,Diesel,Power,260K & Higher,2000-2009,Town
Center Consoles,Fiberglass,Other,21,Small,Gas,Power,25K & lower,2000-2009,Town
Bowrider,Fiberglass,Other,18,Small,Gas,Power,25K & lower,2000-2009,Town
Bowrider,Fiberglass,Other,29,Small,Gas,Power,50K - 100K,2010 & above,Town
Bowrider,Fiberglass,Other,29,Small,Gas,Power,100K - 260K,2010 & above,Town
Bowrider,Fiberglass,Other,27,Small,Gas,Power,50K - 100K,2010 & above,Town
Center Consoles,Fiberglass,Other,22,Small,Gas,Power,25K - 50K,2000-2009,Town
Cruisers,Fiberglass,Twin Inboard,41,Medium,Diesel,Power,25K - 50K,1960-1969,City
Center Consoles,Fiberglass,Other,22,Small,Gas,Power,25K - 50K,2000-2009,Town
Saltwater Fishing,Fiberglass,Twin Inboard,45,Medium,Diesel,Power,100K - 260K,1990-1999,City
Motor Yachts,Fiberglass,Twin Inboard,40,Medium,Diesel,Power,50K - 100K,1990-1999,City
Motor Yachts,Aluminum,Twin Inboard,110,Large,Diesel,Power,260K & Higher,2000-2009,Town
Sports Fishing Boats,Fiberglass,Other,63,Medium,Diesel,Power,260K & Higher,1990-1999,Town
Cruisers,Fiberglass,Twin Inboard,41,Medium,Diesel,Power,100K - 260K,2000-2009,Town
Motor Yachts,Fiberglass,Twin Inboard,46,Medium,Diesel,Power,100K - 260K,1990-1999,City
Sports Fishing Boats,Other,Twin Inboard,35,Medium,Diesel,Power,100K - 260K,2000-2009,City
Sports Fishing Boats,Fiberglass,Other,40,Medium,Diesel,Power,50K - 100K,1980-1989,Town
Center Consoles,Fiberglass,Other,19,Small,Gas,Power,25K - 50K,2010 & above,Town
Cruisers,Fiberglass,Twin Inboard,35,Medium,Gas,Power,50K - 100K,2000-2009,Town
Cruisers,Fiberglass,Twin Inboard,34,Medium,Gas,Power,50K - 100K,2000-2009,Town
Center Consoles,Other,Other,22,Small,Gas,Power,25K & lower,2000-2009,Town
Sports Fishing Boats,Fiberglass,Other,27,Small,Gas,Power,25K - 50K,1980-1989,Town
Cruisers,Fiberglass,Twin Inboard,62,Medium,Diesel,Power,260K & Higher,2010 & above,City
Saltwater Fishing,Fiberglass,Other,18,Small,Gas,Power,25K & lower,2000-2009,Town
Sports Fishing Boats,Fiberglass,Twin Inboard,36,Medium,Gas,Power,25K - 50K,1970-1979,Town
Sports Fishing Boats,Other,Other,36,Medium,Diesel,Power,25K - 50K,1990-1999,Town
Bowrider,Fiberglass,Other,25,Small,Gas,Power,25K - 50K,2000-2009,Town
Bowrider,Fiberglass,Other,35,Medium,Gas,Power,260K & Higher,2010 & above,City
Center Consoles,Fiberglass,Other,25,Small,Gas,Power,25K - 50K,1990-1999,Town
Cruisers,Fiberglass,Other,27,Small,Gas,Power,100K - 260K,2010 & above,City
Center Consoles,Fiberglass,Other,27,Small,Gas,Power,25K - 50K,2000-2009,Town
Sports Fishing Boats,Fiberglass,Other,45,Medium,Diesel,Power,25K & lower,1970-1979,Town
Cruisers,Fiberglass,Single Inboard,44,Medium,Diesel,Sails,100K - 260K,2000-2009,Town
Center Consoles,Fiberglass,Other,20,Small,Gas,Power,25K - 50K,2010 & above,Town
Bowrider,Fiberglass,Other,21,Small,Gas,Power,25K & lower,2000-2009,Town
Center Consoles,Fiberglass,Other,18,Small,Gas,Power,25K & lower,1990-1999,Town
Bowrider,Fiberglass,Other,18,Small,Gas,Power,25K & lower,2000-2009,Town
Center Consoles,Fiberglass,Single Outboard,19,Small,Gas,Power,25K - 50K,2010 & above,Town
Motor Yachts,Fiberglass,Other,48,Medium,Diesel,Power,260K & Higher,2000-2009,City
Center Consoles,Fiberglass,Single Outboard,15,Small,Gas,Power,25K & lower,2010 & above,Town
Motor Yachts,Fiberglass,Twin Inboard,70,Medium,Diesel,Power,260K & Higher,2000-2009,Town
Center Consoles,Fiberglass,Single Outboard,22,Small,Gas,Power,25K - 50K,2010 & above,City
Motor Yachts,Fiberglass,Twin Inboard,40,Medium,Diesel,Power,100K - 260K,1990-1999,City
Motor Yachts,Fiberglass,Twin Inboard,70,Medium,Diesel,Power,260K & Higher,1980-1989,Town
Motor Yachts,Fiberglass,Single Inboard,37,Medium,Diesel,Power,50K - 100K,2000-2009,City
Motor Yachts,Fiberglass,Twin Inboard,43,Medium,Diesel,Power,50K - 100K,1990-1999,Town
Motor Yachts,Fiberglass,Twin Inboard,64,Medium,Diesel,Power,260K & Higher,2000-2009,Town
Cruisers,Fiberglass,Other,28,Small,Gas,Power,25K & lower,1990-1999,Town
Sports Fishing Boats,Composite,Single Outboard,20,Small,Gas,Power,25K - 50K,2010 & above,City
Bowrider,Fiberglass,Other,23,Small,Gas,Power,25K - 50K,2000-2009,City
Motor Yachts,Fiberglass,Twin Inboard,47,Medium,Diesel,Power,260K & Higher,2010 & above,Town
Cruisers,Fiberglass,Twin Inboard,26,Small,Gas,Power,25K - 50K,1980-1989,Town
Sports Fishing Boats,Fiberglass,Single Outboard,22,Small,Gas,Power,25K - 50K,2010 & above,Town
Cruisers,Fiberglass,Twin Inboard,43,Medium,Diesel,Power,260K & Higher,2000-2009,Town
Motor Yachts,Fiberglass,Twin Inboard,48,Medium,Diesel,Power,260K & Higher,2010 & above,Town
Bowrider,Fiberglass,Other,21,Small,Gas,Power,25K & lower,2000-2009,Town
Motor Yachts,Fiberglass,Twin Inboard,48,Medium,Diesel,Power,260K & Higher,2000-2009,City
Center Consoles,Fiberglass,Other,42,Medium,Gas,Power,260K & Higher,2010 & above,City
Center Consoles,Fiberglass,Other,34,Medium,Gas,Power,260K & Higher,2010 & above,Town
Center Consoles,Fiberglass,Other,34,Medium,Gas,Power,100K - 260K,2010 & above,Town
Saltwater Fishing,Fiberglass,Other,18,Small,Gas,Power,25K - 50K,2000-2009,Town
Motor Yachts,Fiberglass,Twin Inboard,80,Medium,Diesel,Power,260K & Higher,2010 & above,Town
Center Consoles,Fiberglass,Single Outboard,22,Small,Gas,Power,25K - 50K,2010 & above,Town
Center Consoles,Fiberglass,Single Outboard,18,Small,Gas,Power,25K - 50K,2010 & above,Town
Center Consoles,Fiberglass,Twin Outboard,32,Medium,Diesel,Power,100K - 260K,2010 & above,Town
Center Consoles,Fiberglass,Single Outboard,24,Small,Gas,Power,50K - 100K,2010 & above,Town
Center Consoles,Fiberglass,Single Outboard,22,Small,Gas,Power,25K - 50K,2010 & above,Town
Center Consoles,Fiberglass,Other,24,Small,Gas,Power,25K & lower,2000-2009,Town
Center Consoles,Fiberglass,Single Outboard,22,Small,Gas,Power,25K - 50K,2010 & above,Town
Center Consoles,Fiberglass,Other,23,Small,Gas,Power,25K & lower,2000-2009,Town
Center Consoles,Fiberglass,Twin Outboard,26,Small,Gas,Power,50K - 100K,2010 & above,Town
Saltwater Fishing,Roplene,Other,19,Small,Gas,Power,25K & lower,2000-2009,Town
Motor Yachts,Fiberglass,Twin Inboard,41,Medium,Diesel,Power,100K - 260K,2000-2009,Town
Center Consoles,Fiberglass,Single Outboard,21,Small,Gas,Power,50K - 100K,2010 & above,Town
Motor Yachts,Fiberglass,Twin Inboard,44,Medium,Diesel,Power,260K & Higher,2010 & above,City
Motor Yachts,Fiberglass,Twin Inboard,46,Medium,Diesel,Power,100K - 260K,2000-2009,City
Cruisers,Fiberglass,Single Inboard,36,Medium,Diesel,Sails,50K - 100K,2000-2009,City
Center Consoles,Fiberglass,Other,33,Medium,Gas,Power,50K - 100K,2010 & above,Town
Cruisers,Fiberglass,Other,35,Medium,Gas,Power,50K - 100K,2000-2009,Town
Bowrider,Fiberglass,Other,20,Small,Gas,Power,25K & lower,2000-2009,Town
Cruisers,Fiberglass,Other,48,Medium,Diesel,Power,260K & Higher,2000-2009,Town
Motor Yachts,Fiberglass,Twin Inboard,46,Medium,Diesel,Power,100K - 260K,2000-2009,Town
Saltwater Fishing,Fiberglass,Twin Inboard,42,Medium,Diesel,Power,100K - 260K,1990-1999,Town
Cruisers,Fiberglass,Twin Inboard,32,Medium,Gas,Power,50K - 100K,2000-2009,Town
Motor Yachts,Fiberglass,Twin Inboard,58,Medium,Diesel,Power,260K & Higher,2000-2009,Town
Center Consoles,Fiberglass,Other,32,Medium,Gas,Power,100K - 260K,2010 & above,Town
Bowrider,Fiberglass,Other,19,Small,Gas,Power,25K & lower,2000-2009,Town
Cruisers,Fiberglass,Other,30,Small,Gas,Power,50K - 100K,2000-2009,Town
Sports Fishing Boats,Fiberglass,Other,39,Medium,Gas,Power,100K - 260K,2000-2009,Town
Cruisers,Fiberglass,Twin Inboard,46,Medium,Diesel,Power,260K & Higher,2010 & above,Town
Motor Yachts,Fiberglass,Twin Inboard,92,Medium,Diesel,Power,260K & Higher,2000-2009,Town
Sports Fishing Boats,Fiberglass,Twin Inboard,38,Medium,Gas,Power,25K - 50K,1990-1999,City
Center Consoles,Fiberglass,Other,36,Medium,Gas,Power,260K & Higher,2010 & above,Town
Saltwater Fishing,Fiberglass,Triple Outboard,37,Medium,Gas,Power,260K & Higher,2010 & above,Town
Sports Fishing Boats,Fiberglass,Other,54,Medium,Diesel,Power,100K - 260K,1980-1989,City
Motor Yachts,Fiberglass,Twin Inboard,53,Medium,Diesel,Power,260K & Higher,2000-2009,City
Center Consoles,Fiberglass,Other,26,Small,Gas,Power,25K - 50K,2000-2009,City
Center Consoles,Fiberglass,Other,26,Small,Gas,Power,25K - 50K,2000-2009,City
Cruisers,Fiberglass,Other,32,Medium,Gas,Power,25K - 50K,1990-1999,Town
Bowrider,Fiberglass,Single Inboard,20,Small,Gas,Power,25K & lower,2000-2009,Town
Cruisers,Fiberglass,Other,31,Medium,Gas,Power,50K - 100K,2000-2009,City
Center Consoles,Fiberglass,Other,33,Medium,Gas,Power,100K - 260K,2000-2009,Town
Center Consoles,Other,Other,24,Small,Gas,Power,25K & lower,1980-1989,Town
Cruisers,Fiberglass,Single Inboard,45,Medium,Diesel,Sails,50K - 100K,1980-1989,Town
Saltwater Fishing,Fiberglass,Other,35,Medium,Gas,Power,50K - 100K,2000-2009,Town
Cruisers,Fiberglass,Other,31,Medium,Gas,Power,50K - 100K,2000-2009,Town
Motor Yachts,Aluminum,Twin Inboard,80,Medium,Diesel,Power,260K & Higher,1980-1989,City
Motor Yachts,Fiberglass,Twin Inboard,37,Medium,Diesel,Power,50K - 100K,1990-1999,Town
Cruisers,Fiberglass,Other,23,Small,Gas,Power,25K - 50K,2000-2009,Town
Motor Yachts,Fiberglass,Twin Inboard,48,Medium,Diesel,Power,100K - 260K,1970-1979,Town
Sports Fishing Boats,Fiberglass,Other,28,Small,Gas,Power,50K - 100K,2000-2009,Town
Bowrider,Fiberglass,Other,28,Small,Gas,Power,25K & lower,2000-2009,Town
Center Consoles,Fiberglass,Other,28,Small,Gas,Power,50K - 100K,2000-2009,Town
Sports Fishing Boats,Fiberglass,Twin Outboard,30,Small,Gas,Power,100K - 260K,2000-2009,Town
Sports Fishing Boats,Fiberglass,Other,28,Small,Gas,Power,25K & lower,1980-1989,City
Motor Yachts,Aluminum,Other,100,Medium,Diesel,Power,260K & Higher,1970-1979,City
Cruisers,Fiberglass,Other,37,Medium,Gas,Power,100K - 260K,2000-2009,Town
Center Consoles,Fiberglass,Single Outboard,20,Small,Gas,Power,25K & lower,1990-1999,Town
Motor Yachts,Fiberglass,Twin Inboard,42,Medium,Diesel,Power,100K - 260K,1980-1989,Town
Center Consoles,Fiberglass,Other,22,Small,Gas,Power,25K & lower,2000-2009,Town
Cruisers,Fiberglass,Other,27,Small,Gas,Power,25K & lower,1990-1999,Town
Bowrider,Fiberglass,Other,26,Small,Gas,Power,50K - 100K,2010 & above,Town
Motor Yachts,Fiberglass,Twin Inboard,46,Medium,Diesel,Power,260K & Higher,2000-2009,Town
Motor Yachts,Fiberglass,Twin Inboard,42,Medium,Diesel,Power,100K - 260K,2000-2009,Town
Motor Yachts,Fiberglass,Twin Inboard,72,Medium,Diesel,Power,260K & Higher,2010 & above,Town
Center Consoles,Other,Other,26,Small,Gas,Power,25K - 50K,1990-1999,Town
Motor Yachts,Fiberglass,Twin Inboard,44,Medium,Diesel,Power,260K & Higher,2010 & above,City
Cruisers,Fiberglass,Twin Inboard,40,Medium,Gas,Power,50K - 100K,1990-1999,Town
Cruisers,Fiberglass,Other,31,Medium,Gas,Power,50K - 100K,2010 & above,Town
Cruisers,Fiberglass,Other,28,Small,Gas,Power,25K - 50K,2000-2009,Town
Saltwater Fishing,Fiberglass,Other,23,Small,Gas,Power,25K & lower,2000-2009,Town
Center Consoles,Fiberglass,Other,24,Small,Gas,Power,25K - 50K,2000-2009,Town
Center Consoles,Fiberglass,Other,23,Small,Gas,Power,25K & lower,1990-1999,City
Cruisers,Fiberglass,Other,31,Medium,Gas,Power,50K - 100K,2000-2009,City
Center Consoles,Other,Other,22,Small,Gas,Power,25K - 50K,2000-2009,Town
Center Consoles,Other,Other,21,Small,Gas,Power,25K & lower,1980-1989,Town
Cruisers,Fiberglass,Single Inboard,43,Medium,Diesel,Sails,100K - 260K,2000-2009,Town
Bowrider,Fiberglass,Other,23,Small,Gas,Power,25K & lower,2000-2009,Town
Motor Yachts,Fiberglass,Twin Inboard,48,Medium,Diesel,Power,260K & Higher,2000-2009,City
Saltwater Fishing,Fiberglass,Other,22,Small,Gas,Power,25K & lower,2000-2009,Town
Motor Yachts,Fiberglass,Twin Inboard,60,Medium,Diesel,Power,260K & Higher,1990-1999,Town
Motor Yachts,Fiberglass,Twin Inboard,44,Medium,Diesel,Power,260K & Higher,2000-2009,Town
Motor Yachts,Fiberglass,Twin Inboard,41,Medium,Diesel,Power,100K - 260K,2000-2009,Town
Center Consoles,Fiberglass,Single Outboard,18,Small,Gas,Power,25K & lower,2000-2009,Town
Motor Yachts,Fiberglass,Twin Inboard,40,Medium,Diesel,Power,100K - 260K,2000-2009,Town
Cruisers,Fiberglass,Twin Inboard,36,Medium,Diesel,Power,260K & Higher,2010 & above,Town
Motor Yachts,Fiberglass,Twin Inboard,43,Medium,Diesel,Power,100K - 260K,1980-1989,Town
Motor Yachts,Fiberglass,Twin Inboard,40,Medium,Diesel,Power,100K - 260K,1990-1999,Town
Motor Yachts,Fiberglass,Twin Inboard,51,Medium,Diesel,Power,260K & Higher,2000-2009,Town
Sports Fishing Boats,Fiberglass,Twin Inboard,40,Medium,Diesel,Power,260K & Higher,2000-2009,Town
Motor Yachts,Fiberglass,Twin Inboard,44,Medium,Diesel,Power,50K - 100K,1980-1989,Town
Motor Yachts,Fiberglass,Twin Inboard,54,Medium,Diesel,Power,260K & Higher,2000-2009,Town
Cruisers,Fiberglass,Other,28,Small,Gas,Power,50K - 100K,2000-2009,Town
Motor Yachts,Aluminum,Twin Inboard,63,Medium,Diesel,Power,100K - 260K,1960-1969,Town
Motor Yachts,Fiberglass,Twin Inboard,66,Medium,Diesel,Power,260K & Higher,1980-1989,Town
Motor Yachts,Fiberglass,Twin Inboard,44,Medium,Diesel,Power,100K - 260K,1980-1989,Town
Motor Yachts,Fiberglass,Twin Inboard,50,Medium,Diesel,Power,100K - 260K,1980-1989,Town
Cruisers,Fiberglass,Single Inboard,37,Medium,Diesel,Sails,100K - 260K,2010 & above,Town
Motor Yachts,Fiberglass,Twin Inboard,42,Medium,Diesel,Power,100K - 260K,1980-1989,Town
Sports Fishing Boats,Wood,Twin Inboard,47,Medium,Diesel,Power,100K - 260K,1960-1969,Town
Motor Yachts,Composite,Twin Inboard,54,Medium,Diesel,Power,100K - 260K,1980-1989,Town
Motor Yachts,Fiberglass,Twin Inboard,46,Medium,Diesel,Power,50K - 100K,1980-1989,Town
Motor Yachts,Fiberglass,Twin Inboard,43,Medium,Diesel,Power,100K - 260K,1970-1979,Town
Motor Yachts,Fiberglass,Twin Inboard,35,Medium,Gas,Power,50K - 100K,2000-2009,Town
Motor Yachts,Fiberglass,Twin Inboard,105,Large,Diesel,Power,260K & Higher,1990-1999,City
Sports Fishing Boats,Fiberglass,Twin Inboard,46,Medium,Diesel,Power,50K - 100K,1970-1979,Town
